Sample,Date,Time,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°)
S3083,January-22,13:20,1558.083984,7.770907879,1401.662155,13.04318047
S3084,January-22,13:30,1692.001953,8.166786194,1626.905555,13.80333042
S3085,January-22,13:40,1551.137939,7.552439213,1285.06894,13.65089035
S3086,January-22,13:50,1255.30896,6.908615112,975.3755436,11.4514904
S3087,January-22,14:00,1418.729004,7.089942932,1056.996976,12.12703037
S3088,January-22,14:10,1446.911987,7.37702322,1195.170747,14.06521034
S3089,January-22,14:20,1113.505005,6.714872837,892.64079,14.83670044
S3090,January-22,14:30,571.0336304,5.568486214,488.918654,1.788643956
S3091,January-22,14:40,869.1088867,6.285738945,724.6995229,7.86097908
S3092,January-22,14:50,582.8297119,5.593732834,496.3723698,6.704555035
S3093,January-22,15:00,753.9415894,6.038040161,636.8966372,1.38626802
S3094,January-22,15:10,1548.463989,7.558160782,1288.04463,4.153283119
S3095,January-22,15:20,1446.28894,7.508734226,1262.482869,8.352301598
S3096,January-22,15:30,2998.823975,10.70635986,3158.605958,14.04981041
S3097,January-22,15:40,2571.50293,9.816924095,2672.914654,10.63728046
S3098,January-22,15:50,2841.933105,10.47939014,3055.904273,10.57371998
S3099,January-22,16:00,2575.881104,9.854119301,2698.010134,9.166391373
S3100,January-22,16:10,3067.712891,10.70331001,3157.313618,9.642766953
S3101,January-22,16:20,3104.437988,11.06853008,3296.104943,8.981122971
S3102,January-22,16:30,3136.691895,11.55688953,3435.562446,6.353610039
S3103,January-22,16:40,3396.366943,11.99322033,3520.891824,6.038497925
S3104,January-22,16:50,3288.941895,11.61655045,3449.302798,7.628939152
S3105,January-22,17:00,3117.419922,11.17588043,3331.06852,12.33102989
S3106,January-22,17:10,2875.156006,10.5001297,3065.849839,11.5274601
S3107,January-22,17:20,3147.251953,11.01255989,3276.858494,6.734075069
S3108,January-22,17:30,3312.434082,11.83936024,3494.730579,5.951634884
S3109,January-22,17:40,2993.826904,10.40114021,3017.330435,9.345604897
S3110,January-22,17:50,2857.224121,10.29329014,2961.385456,12.45792007
S3111,January-22,18:00,2983.138916,10.81182003,3201.874942,12.26329994
S3112,January-22,18:10,2653.586914,9.824960709,2678.375651,13.23538017
S3113,January-22,18:20,2437.354004,9.924949646,2744.547926,15.77433014
S3114,January-22,18:30,3581.496094,14.01473045,3600,12.36909962
S3115,January-22,18:40,3596.596924,14.24232006,3600,11.87831974
S3116,January-22,18:50,3497.436035,13.33162022,3600,13.59988022
S3117,January-22,19:00,3545.269043,14.53044987,3600,13.03931046
S3118,January-22,19:10,2759.313965,12.02888012,3526.36963,21.59878922
S3119,January-22,19:20,2486.936035,10.50642014,3068.84361,16.9619503
S3120,January-22,19:30,2457.406982,12.04881954,3529.338242,10.28884029
S3121,January-22,19:40,2236.212891,11.95944977,3515.503185,12.41444969
S3122,January-22,19:50,2138.024902,12.19530964,3549.107382,7.171991825
S3123,January-22,20:00,2168.042969,12.50780964,3579.711125,9.038183212
S3124,January-22,20:10,2046.468994,11.2603302,3356.81627,11.06521034
S3125,January-22,20:20,2164.326904,11.41870022,3401.074894,10.54109001
S3126,January-22,20:30,2066.592041,11.1361599,3318.426836,10.1101799
S3127,January-22,20:40,2041.223022,11.10354042,3307.786856,11.28689957
S3128,January-22,20:50,2067.248047,11.14325047,3320.708745,10.78277016
S3129,January-22,21:00,2125.261963,11.35791016,3384.696113,10.62376022
S3130,January-22,21:10,2034.322998,10.59714031,3110.855035,10.36289024
S3131,January-22,21:20,2053.831055,10.99598026,3271.020912,9.971414566
S3132,January-22,21:30,2289.333984,13.54251957,3600,9.68595314
S3133,January-22,21:40,630.1135864,9.8876791,2720.263016,14.33030987
S3134,January-22,21:50,0,8.960214615,2118.375113,16.11914063
S3135,January-22,22:00,0,8.754008293,1986.778528,16.72706985
S3136,January-22,22:10,0,8.928613663,2098.076662,13.24578953
S3137,January-22,22:20,0,8.722040176,1966.575214,16.71371078
S3138,January-22,22:30,0,8.100255966,1587.921223,19.38726997
S3139,January-22,22:40,0,8.651689529,1922.325725,15.3783102
S3140,January-22,22:50,0,8.739006996,1977.290738,11.06573963
S3141,January-22,23:00,0,7.90551281,1476.360895,17.24731064
S3142,January-22,23:10,0,8.16013813,1622.991141,14.4426899
S3143,January-22,23:20,0,8.221400261,1659.217019,16.29125023
S3144,January-22,23:30,0,8.381188393,1755.253223,12.4711504
S3145,January-22,23:40,0,8.003151894,1531.80218,16.74297905
S3146,January-22,23:50,0,8.305521965,1709.506688,16.66503906
S3147,January-23,0:00,0,9.682261467,2578.176674,18.49327087
S3148,January-23,0:10,360.9625854,13.04911995,3600,18.75563049
S3149,January-23,0:20,331.2095032,13.33547974,3600,18.48802948
S3150,January-23,0:30,340.0592957,14.29728031,3600,17.99374962
S3151,January-23,0:40,358.344696,13.74602032,3600,17.80664063
S3152,January-23,0:50,413.4659119,14.58283043,3600,18.70454979
S3153,January-23,1:00,756.3220215,12.5420599,3582.141158,19.05341911
S3154,January-23,1:10,926.4478149,13.19886971,3600,18.94577026
S3155,January-23,1:20,1257.243042,14.73484039,3600,17.76242065
S3156,January-23,1:30,1090.694946,13.07166004,3600,18.83336067
S3157,January-23,1:40,1268.16394,13.98104,3600,17.8300705
S3158,January-23,1:50,1445.630005,14.60042953,3600,17.79231071
S3159,January-23,2:00,1246.255005,13.03343964,3600,18.5041008
S3160,January-23,2:10,1611.93396,14.63099957,3600,17.85930061
S3161,January-23,2:20,1519.743042,13.65872002,3600,17.0394001
S3162,January-23,2:30,1703.293945,14.64299965,3600,17.42837906
S3163,January-23,2:40,1628.531982,13.90507984,3600,17.58143044
S3164,January-23,2:50,1582.062012,13.38317966,3600,17.50226974
S3165,January-23,3:00,1602.225952,13.11281013,3600,17.66020966
S3166,January-23,3:10,1623.578979,13.89482021,3600,17.15175056
S3167,January-23,3:20,1645.006958,13.79570961,3600,17.14410019
S3168,January-23,3:30,1557.425049,11.49588013,3420.800229,15.85328007
S3169,January-23,3:40,1335.753052,11.53145027,3429.495148,13.99147987
S3170,January-23,3:50,919.6917114,10.82936001,3208.807454,12.19351959
S3171,January-23,4:00,124.8814011,8.683794022,1942.482061,11.89682961
S3172,January-23,4:10,0,7.851237774,1445.992388,13.53034973
S3173,January-23,4:20,0,7.830850124,1434.670739,11.00459003
S3174,January-23,4:30,0,7.859854221,1450.791482,11.59463024
S3175,January-23,4:40,0,7.09462595,1059.160892,12.65194988
S3176,January-23,4:50,0,7.967723846,1511.567962,14.62598038
S3177,January-23,5:00,0,8.456531525,1801.257195,14.97185993
S3178,January-23,5:10,0,7.92181921,1485.548609,16.38295937
S3179,January-23,5:20,0,8.272549629,1689.721836,17.38105011
S3180,January-23,5:30,0,7.622808933,1321.96505,25.55541992
S3181,January-23,5:40,0,7.783967972,1408.818146,23.32928085
S3182,January-23,5:50,0,8.016782761,1539.622115,19.74892044
S3183,January-23,6:00,0,8.964058876,2120.847362,24.69137955
S3184,January-23,6:10,0,7.574865818,1296.757367,29.25230026
S3185,January-23,6:20,0,7.321022987,1167.309601,26.55146027
S3186,January-23,6:30,0,7.280210018,1147.288715,26.11904907
S3187,January-23,6:40,0,7.510736942,1263.512227,28.17355919
S3188,January-23,6:50,0,6.77464819,917.6897686,26.65904045
S3189,January-23,7:00,0,7.38744688,1200.407279,26.87031937
S3190,January-23,7:10,0,8.685851097,1943.775705,27.16488075
S3191,January-23,7:20,0,8.064143181,1566.94008,29.4704895
S3192,January-23,7:30,0,8.238451958,1669.360737,28.19636917
S3193,January-23,7:40,0,8.26156044,1683.148634,30.76291084
S3194,January-23,7:50,35.71551895,8.415088654,1775.898195,31.29161072
S3195,January-23,8:00,187.618103,10.91856956,3242.927392,22.46677971
S3196,January-23,8:10,193.3553009,10.29257965,2961.006011,24.50919914
S3197,January-23,8:20,172.922699,9.760771751,2634.156907,24.41461945
S3198,January-23,8:30,261.9805908,10.57497978,3100.792208,23.74843025
S3199,January-23,8:40,155.7958984,9.358519554,2377.194104,23.3566494
S3200,January-23,8:50,121.0103989,8.432229042,1786.370575,24.30385017
S3201,January-23,9:00,151.6221008,8.522649765,1841.979167,22.77417946
S3202,January-23,9:10,263.1146851,9.798683167,2660.440013,22.91703987
S3203,January-23,9:20,269.4656982,9.898097038,2727.096382,23.66320038
S3204,January-23,9:30,146.9291992,8.296795845,1704.261604,25.09939003
S3205,January-23,9:40,175.7469025,8.593851089,1886.176167,25.66500092
S3206,January-23,9:50,206.8195953,8.697694778,1951.228833,24.0476799
S3207,January-23,10:00,11.46607018,5.230813026,394.7927616,25.59081078
S3208,January-23,10:10,0,5.071714878,353.8149708,26.75842094
S3209,January-23,10:20,91.67402649,8.523942947,1842.778769,15.92930984
S3210,January-23,10:30,151.3345947,8.148939133,1616.406491,19.45182037
S3211,January-23,10:40,205.8466034,8.567489624,1869.772505,18.57851982
S3212,January-23,10:50,5.464353085,6.913377762,977.4664808,18.8703804
S3213,January-23,11:00,11.10632992,7.389925957,1201.65505,14.25747967
S3214,January-23,11:10,179.070694,8.59488678,1886.821578,12.34016037
S3215,January-23,11:20,249.0473938,9.208654404,2279.276314,12.20396042
S3216,January-23,11:30,285.7990112,9.427689552,2422.530147,12.04675007
S3217,January-23,11:40,272.6997986,8.685306549,1943.433227,13.24295998
S3218,January-23,11:50,320.3623962,9.245710373,2303.440306,11.22809982
S3219,January-23,12:00,267.1572876,8.672726631,1935.526442,14.24001026
S3220,January-23,12:10,202.4963074,7.956357002,1505.104025,19.34700012
S3221,January-23,12:20,340.4093018,8.933514595,2101.221845,20.5672493
S3222,January-23,12:30,301.866394,8.32735157,1722.656066,23.31464005
S3223,January-23,12:40,243.3188019,7.892660141,1469.139767,21.97385979
S3224,January-23,12:50,349.3151855,9.264824867,2315.918,21.05275917
S3225,January-23,13:00,240.0534973,8.129323006,1604.901446,23.07291985
S3226,January-23,13:10,383.7547913,9.680261612,2576.72306,22.10531044
S3227,January-23,13:20,419.884613,9.887129784,2719.901729,26.45495987
S3228,January-23,13:30,336.1264038,8.479008675,1815.065034,25.12997055
S3229,January-23,13:40,340.5551147,8.78726387,2007.855924,26.46229935
S3230,January-23,13:50,298.9475098,8.064009666,1566.862749,28.5475502
S3231,January-23,14:00,309.9442139,8.180094719,1634.75406,27.41160965
S3232,January-23,14:10,409.4926147,8.922304153,2094.029099,27.17778015
S3233,January-23,14:20,467.7885132,9.447174072,2435.312696,28.5717907
S3234,January-23,14:30,388.2605896,8.286074638,1697.826183,27.67630005
S3235,January-23,14:40,328.1683044,8.389473915,1760.290684,29.7092495
S3236,January-23,14:50,240.5962067,7.442495823,1228.329985,26.45871925
S3237,January-23,15:00,338.0703125,8.345222473,1733.450354,24.00534058
S3238,January-23,15:10,357.7728882,8.424123764,1781.415623,23.58496094
S3239,January-23,15:20,440.9749146,8.986639977,2135.381799,23.54217911
S3240,January-23,15:30,435.6668091,8.936185837,2102.936568,22.7503891
S3241,January-23,15:40,371.2449951,8.47029686,1809.70888,22.58308983
S3242,January-23,15:50,314.2679138,7.684916019,1355.05679,24.23019981
S3243,January-23,16:00,102.8296967,6.427991867,778.1106614,28.25568962
S3244,January-23,16:10,0,6.46745491,793.3191774,29.05591011
S3245,January-23,16:20,274.614502,7.640936852,1331.573524,26.7710495
S3246,January-23,16:30,352.4570007,7.997700214,1528.679979,27.95676041
S3247,January-23,16:40,371.7394104,7.980175018,1518.664243,26.19972992
S3248,January-23,16:50,388.7504883,8.207766533,1651.125359,23.05999947
S3249,January-23,17:00,336.5815125,8.054228783,1561.202585,22.95747948
S3250,January-23,17:10,295.2781982,7.658514977,1340.930439,21.79112053
S3251,January-23,17:20,318.2323914,7.853693962,1447.359552,22.73139954
S3252,January-23,17:30,198.9886017,7.084617138,1054.539543,24.98456955
S3253,January-23,17:40,302.1705933,7.806271076,1421.085031,25.97666931
S3254,January-23,17:50,152.8003998,6.412228107,772.0833291,25.9822197
S3255,January-23,18:00,210.6743011,6.922093868,981.3003469,26.63614082
S3256,January-23,18:10,338.8537903,7.96156311,1508.062854,26.68088913
S3257,January-23,18:20,448.9979858,8.65271759,1922.970195,25.58919907
S3258,January-23,18:30,487.1953125,8.809163094,2021.768186,25.88405037
S3259,January-23,18:40,362.5151978,7.714790821,1371.146151,26.90605927
S3260,January-23,18:50,413.9067078,8.025324821,1544.532394,26.77140999
S3261,January-23,19:00,517.0396729,8.932508469,2100.576075,27.7739296
S3262,January-23,19:10,563.6088867,8.806694984,2020.198968,26.77947998
S3263,January-23,19:20,698.6873779,9.426843643,2421.975305,27.17410088
S3264,January-23,19:30,772.5430298,10.05187035,2823.934093,28.08600998
S3265,January-23,19:40,660.1906738,9.440234184,2430.759359,28.86985016
S3266,January-23,19:50,785.3665771,10.02945995,2810.283758,28.04342079
S3267,January-23,20:00,723.6342773,9.801087379,2662.090554,27.94960976
S3268,January-23,20:10,824.3048706,10.38739014,3010.3788,27.86804008
S3269,January-23,20:20,775.1940918,10.28464031,2956.756084,28.09096909
S3270,January-23,20:30,577.1989746,8.699566841,1952.407671,33.37796021
S3271,January-23,20:40,534.4901123,8.643825531,1917.398138,33.43172836
S3272,January-23,20:50,633.0106812,9.344672203,2368.12727,32.58560181
S3273,January-23,21:00,539.3004761,8.562912941,1866.929381,32.6596489
S3274,January-23,21:10,849.4003296,10.14035034,2876.325405,34.18659973
S3275,January-23,21:20,803.5197144,9.378583908,2390.337403,32.35546112
S3276,January-23,21:30,633.2089233,8.704778671,1955.690653,32.32102966
S3277,January-23,21:40,595.6843872,8.359164238,1741.889568,33.33182907
S3278,January-23,21:50,518.3076172,8.113028526,1595.372565,31.76844025
S3279,January-23,22:00,632.4744873,8.759861946,1990.484172,32.8297081
S3280,January-23,22:10,628.7227783,8.776116371,2000.783912,33.05033875
S3281,January-23,22:20,488.4807129,7.77993679,1406.607198,32.11128998
S3282,January-23,22:30,731.1738281,9.17361927,2256.463698,32.62042999
S3283,January-23,22:40,838.2561035,9.431189537,2424.825924,31.63178062
S3284,January-23,22:50,669.6264038,8.55506134,1862.055135,26.18362045
S3285,January-23,23:00,503.5935059,7.870829105,1456.916291,26.60820961
S3286,January-23,23:10,966.9312134,10.01966953,2804.271447,26.19791985
S3287,January-23,23:20,808.7180176,9.526602745,2460.8252,26.29776955
S3288,January-23,23:30,752.4691772,9.167015076,2252.167362,26.78174019
S3289,January-23,23:40,861.8441162,9.530344009,2463.747333,26.25798035
S3290,January-23,23:50,721.2720947,8.471339226,1810.349448,26.82954025
S3291,January-24,0:00,802.4752808,8.972614288,2126.351597,26.84016991
S3292,January-24,0:10,893.031311,9.077876091,2194.310904,26.77799034
S3293,January-24,0:20,1141.159058,10.21910954,2920.983586,27.03709984
S3294,January-24,0:30,981.3461304,9.455108643,2440.519327,28.04067993
S3295,January-24,0:40,1009.817017,9.29978466,2338.76077,25.90026093
S3296,January-24,0:50,884.0192261,9.66652298,2566.699495,26.46943092
S3297,January-24,1:00,0,9.168722153,2253.277773,32.19675064
S3298,January-24,1:10,0,8.318891525,1717.555302,29.51025963
S3299,January-24,1:20,0,8.1387043,1610.399098,29.45713997
S3300,January-24,1:30,0,7.38186121,1197.599216,24.45735931
S3301,January-24,1:40,0,7.141849041,1081.143484,24.12651062
S3302,January-24,1:50,0,7.441689968,1227.91795,21.83020973
S3303,January-24,2:00,0,7.774601936,1403.684186,20.19314957
S3304,January-24,2:10,0,8.064570427,1567.187549,22.2722702
S3305,January-24,2:20,0,7.995497227,1527.419196,22.43325996
S3306,January-24,2:30,0,8.226186752,1662.061785,25.53540993
S3307,January-24,2:40,0,8.991090775,2138.249058,26.88343048
S3308,January-24,2:50,0,8.340668678,1730.697297,28.69116974
S3309,January-24,3:00,0,9.364539146,2381.136583,27.21924019
S3310,January-24,3:10,217.5682983,9.703139305,2593.269402,29.38917923
S3311,January-24,3:20,0,9.177933693,2259.271112,28.41913986
S3312,January-24,3:30,0,9.69645977,2588.457083,34.04111862
S3313,January-24,3:40,0,9.667354584,2567.308089,27.2804203
S3314,January-24,3:50,0,9.497820854,2468.557854,26.86323929
S3315,January-24,4:00,91.64988708,9.940713882,2754.685176,28.42119026
S3316,January-24,4:10,1.359599948,10.01144981,2799.200649,24.30168915
S3317,January-24,4:20,0,8.866368294,2058.226267,27.30481911
S3318,January-24,4:30,0,9.151917458,2242.35049,28.08639908
S3319,January-24,4:40,0,9.078288078,2194.577703,23.98225975
S3320,January-24,4:50,0,9.204242706,2276.401845,23.26775932
S3321,January-24,5:00,0,9.352516174,2373.262858,25.69046974
S3322,January-24,5:10,0,9.443710327,2433.040025,27.41296959
S3323,January-24,5:20,0,9.24344635,2301.96296,29.21361923
S3324,January-24,5:30,0,10.34611988,2989.198024,27.60391998
S3325,January-24,5:40,0,9.436612129,2428.383113,30.23201942
S3326,January-24,5:50,0,9.823722839,2677.535896,31.64289093
S3327,January-24,6:00,183.9515076,10.62588978,3123.720094,29.82191086
S3328,January-24,6:10,0,9.885891914,2719.087221,31.44548988
S3329,January-24,6:20,0,9.73107338,2613.228755,30.70038033
S3330,January-24,6:30,0,8.809332848,2021.876127,27.30821037
S3331,January-24,6:40,0,8.862268448,2055.607921,30.29875946
S3332,January-24,6:50,0,8.189011574,1640.021814,39.83877182
S3333,January-24,7:00,0,10.13749981,2874.674486,23.29470062
S3334,January-24,7:10,0,9.568508148,2493.266423,26.76399994
S3335,January-24,7:20,0,9.348604202,2370.701484,28.49369049
S3336,January-24,7:30,0,9.191914558,2268.372158,29.8633194
S3337,January-24,7:40,0,9.559497833,2486.34449,25.69776917
S3338,January-24,7:50,0,9.040950775,2170.423109,26.56790924
S3339,January-24,8:00,0,9.744865417,2622.985111,27.85539055
S3340,January-24,8:10,0,9.513629913,2450.653278,22.85503006
S3341,January-24,8:20,0,10.12907982,2869.7837,31.13166046
S3342,January-24,8:30,0,9.208964348,2279.47828,27.45656967
S3343,January-24,8:40,0,10.22430038,2923.86268,29.04692078
S3344,January-24,8:50,0,10.28151035,2955.075657,39.55976868
S3345,January-24,9:00,0,10.69340038,3153.098404,39.57852936
S3346,January-24,9:10,0,10.4660902,3049.465429,37.20203018
S3347,January-24,9:20,0,9.816235542,2672.445776,40.39704895
S3348,January-24,9:30,0,8.196567535,1644.491324,45.42869949
S3349,January-24,9:40,0,10.77124023,3185.549608,35.70317078
S3350,January-24,9:50,0,10.22255039,2922.89293,33.28826904
S3351,January-24,10:00,0,10.15015984,2881.98808,35.96371078
S3352,January-24,10:10,0,9.901500702,2729.321304,28.32512093
S3353,January-24,10:20,0,9.850370407,2695.501432,30.60794067
S3354,January-24,10:30,0,9.308558464,2344.497685,31.55808067
S3355,January-24,10:40,0,9.551112175,2479.8762,32.90948105
S3356,January-24,10:50,0,10.81735039,3204.068794,31.83542061
S3357,January-24,11:00,0,10.2699604,2948.850333,28.19823074
S3358,January-24,11:10,0,9.821756363,2676.200818,39.53047943
S3359,January-24,11:20,0,9.631617546,2540.936785,30.83934021
S3360,January-24,11:30,0,9.793242455,2656.697724,29.1685009
S3361,January-24,11:40,0,9.470323563,2450.505179,29.78782082
S3362,January-24,11:50,0,9.29473877,2335.462144,23.23333931
S3363,January-24,12:00,0,9.953780174,2763.027328,23.11271095
S3364,January-24,12:10,0,9.645496368,2551.231417,22.14219093
S3365,January-24,12:20,0,9.685594559,2580.596288,21.32085991
S3366,January-24,12:30,0,10.66110992,3139.191306,19.78606033
S3367,January-24,12:40,0,9.135839462,2231.903746,24.02545929
S3368,January-24,12:50,0,9.980690002,2780.037019,23.91080093
S3369,January-24,13:00,0,10.38774014,3010.556399,37.57463837
S3370,January-24,13:10,0,10.45238018,3042.777978,35.24998093
S3371,January-24,13:20,0,10.86347008,3222.077151,41.11679077
S3372,January-24,13:30,0,10.00553989,2795.541743,38.32379913
S3373,January-24,13:40,0,9.542471886,2473.184974,37.18154144
S3374,January-24,13:50,0,10.86021996,3220.824777,40.50799942
S3375,January-24,14:00,0,10.58318996,3104.535266,26.27013016
S3376,January-24,14:10,0,11.04582977,3288.384166,24.25849915
S3377,January-24,14:20,0,10.11635017,2862.349101,28.91341019
S3378,January-24,14:30,0,9.565741539,2491.144152,27.20396996
S3379,January-24,14:40,0,10.38237,3007.827712,26.39949036
S3380,January-24,14:50,0,11.11252022,3310.73932,28.03117943
S3381,January-24,15:00,0,11.68223,3463.647941,40.34281158
S3382,January-24,15:10,0,10.80755997,3200.179951,41.55271912
S3383,January-24,15:20,0,11.06109047,3293.587338,46.07987976
S3384,January-24,15:30,0,10.15466022,2884.576363,40.97026062
S3385,January-24,15:40,0,9.816231728,2672.443178,44.34529114
S3386,January-24,15:50,0,9.668741226,2568.322344,35.51107025
S3387,January-24,16:00,0,9.804758072,2664.60684,47.22077942
S3388,January-24,16:10,0,9.816525459,2672.643217,46.15896988
S3389,January-24,16:20,0,10.67926979,3147.044979,43.96187973
S3390,January-24,16:30,0,10.51978016,3075.166949,34.15304184
S3391,January-24,16:40,0,8.968121529,2123.460739,36.17818069
S3392,January-24,16:50,0,10.02223015,2805.846805,28.19005966
S3393,January-24,17:00,0,10.41549969,3024.534447,35.58898163
S3394,January-24,17:10,0,12.3264904,3563.832948,38.73295975
S3395,January-24,17:20,0,10.87810993,3227.687151,32.16408157
S3396,January-24,17:30,0,11.44511032,3407.958184,29.14558029
S3397,January-24,17:40,0,10.17531967,2896.380657,30.41930962
S3398,January-24,17:50,0,9.628113747,2538.327137,30.59679985
S3399,January-24,18:00,0,9.765453339,2637.428711,28.40728951
S3400,January-24,18:10,0,10.22926998,2926.611683,41.31655121
S3401,January-24,18:20,0,9.728624344,2611.489556,41.24422073
S3402,January-24,18:30,0,11.17224026,3329.924255,40.26322174
S3403,January-24,18:40,0,11.80714035,3488.722562,43.61051941
S3404,January-24,18:50,0,10.62576008,3123.662534,40.07809067
S3405,January-24,19:00,0,10.32740974,2979.438308,42.13899994
S3406,January-24,19:10,0,9.525265694,2459.779657,42.38311005
S3407,January-24,19:20,0,9.634257317,2542.900047,42.52846909
S3408,January-24,19:30,0,9.04023838,2169.962736,42.08779144
S3409,January-24,19:40,0,9.73503685,2616.039107,43.51047897
S3410,January-24,19:50,0,10.09272003,2848.418229,47.11328888
S3411,January-24,20:00,0,8.837425232,2039.759633,38.85089111
S3412,January-24,20:10,0,9.464262962,2446.5272,34.20687103
S3413,January-24,20:20,0,10.22017956,2921.577717,33.82078171
S3414,January-24,20:30,0,10.80383015,3198.692317,32.67811966
S3415,January-24,20:40,0,11.51716042,3426.03181,46.40290833
S3416,January-24,20:50,0,9.49435997,2466.285329,40.41117859
S3417,January-24,21:00,0,10.3435297,2987.852794,35.274189
S3418,January-24,21:10,0,10.55832958,3093.14719,39.11278152
S3419,January-24,21:20,0,9.005681038,2147.653892,38.12659836
S3420,January-24,21:30,0,10.35217953,2992.337787,36.5946312
S3421,January-24,21:40,0,9.609884262,2524.679863,36.41928101
S3422,January-24,21:50,0,10.09420967,2849.301436,38.55401993
S3423,January-24,22:00,0,10.09321976,2848.714592,42.2422905
S3424,January-24,22:10,0,9.959686279,2766.780236,37.53662109
S3425,January-24,22:20,0,9.493571281,2465.767465,31.64856911
S3426,January-24,22:30,0,9.378009796,2389.961237,30.87605095
S3427,January-24,22:40,0,10.30210972,2966.083671,34.62417984
S3428,January-24,22:50,0,10.17282963,2894.964634,39.2027092
S3429,January-24,23:00,0,10.04063034,2817.107152,31.10148048
S3430,January-24,23:10,0,10.32643986,2978.929697,34.28808975
S3431,January-24,23:20,0,8.630509377,1909.063097,39.46614075
S3432,January-24,23:30,0,10.09152985,2847.712083,36.88199997
S3433,January-24,23:40,0,10.18118954,2899.711423,33.53215027
S3434,January-24,23:50,0,10.0798502,2840.759544,32.16889954
S3435,January-25,0:00,0,11.63551044,3453.52732,36.89847183
S3436,January-25,0:10,0,10.4547596,3043.942262,37.71063995
S3437,January-25,0:20,0,10.54109955,3085.159274,32.94625854
S3438,January-25,0:30,0,10.7919302,3193.923417,37.04973984
S3439,January-25,0:40,0,10.31161022,2971.119823,39.1445694
S3440,January-25,0:50,0,10.65347958,3135.866391,35.99605942
S3441,January-25,1:00,0,11.56260967,3436.909456,38.68833923
S3442,January-25,1:10,0,10.80895042,3200.733669,39.85438919
S3443,January-25,1:20,0,11.21879005,3344.341585,39.06478882
S3444,January-25,1:30,0,10.99654961,3271.222416,38.3620491
S3445,January-25,1:40,0,10.22618008,2924.903305,35.15655136
S3446,January-25,1:50,0,11.24895,3353.435143,37.52738953
S3447,January-25,2:00,0,11.89000988,3503.801053,36.70964813
S3448,January-25,2:10,0,11.22591019,3346.50584,24.11603928
S3449,January-25,2:20,0,10.52840996,3079.226218,34.11162186
S3450,January-25,2:30,0,9.679788589,2576.379036,40.28010178
S3451,January-25,2:40,0,8.293682098,1702.391563,38.17469025
S3452,January-25,2:50,0,9.464027405,2446.372595,36.13618851
S3453,January-25,3:00,0,8.812766075,2024.059526,32.06079102
S3454,January-25,3:10,0,7.837561131,1438.392245,41.98936081
S3455,January-25,3:20,0,8.75455761,1987.126191,49.62844086
S3456,January-25,3:30,0,8.608436584,1895.271906,47.39588165
S3457,January-25,3:40,0,9.204309464,2276.445337,50.79972839
S3458,January-25,3:50,0,8.445554733,1794.527776,48.95594025
S3459,January-25,4:00,0,7.845445156,1442.770815,45.3971405
S3460,January-25,4:10,0,8.313373566,1714.231613,39.79737091
S3461,January-25,4:20,0,8.100633621,1588.141314,33.44955063
S3462,January-25,4:30,0,10.4078598,3020.70866,41.76433182
S3463,January-25,4:40,0,9.701245308,2591.906419,36.63743973
S3464,January-25,4:50,0,10.8217001,3205.789091,37.08296967
S3465,January-25,5:00,0,9.540787697,2471.87756,37.12395859
S3466,January-25,5:10,0,11.02768993,3282.131071,35.17906189
S3467,January-25,5:20,0,11.04714012,3288.832988,37.06734085
S3468,January-25,5:30,0,11.24532032,3352.35098,35.97718048
S3469,January-25,5:40,0,10.38057041,3006.911513,31.3361702
S3470,January-25,5:50,0,10.81836033,3204.468631,33.74766922
S3471,January-25,6:00,0,10.31455994,2972.678227,40.65581894
S3472,January-25,6:10,0,9.315612793,2349.111422,47.3547287
S3473,January-25,6:20,0,10.29636955,2963.028391,46.10012054
S3474,January-25,6:30,0,9.040837288,2170.349769,46.86072159
S3475,January-25,6:40,0,8.978664398,2130.245861,45.17380142
S3476,January-25,6:50,0,9.683909416,2579.373462,41.26819992
S3477,January-25,7:00,0,9.088892937,2201.447337,40.29957962
S3478,January-25,7:10,0,9.961401939,2767.868339,36.59318161
S3479,January-25,7:20,0,10.20131016,2911.051272,30.5350399
S3480,January-25,7:30,0,9.723972321,2608.180251,32.46429825
S3481,January-25,7:40,0,9.875417709,2712.175324,33.10871887
S3482,January-25,7:50,0,10.61647987,3119.532755,32.75489044
S3483,January-25,8:00,0,10.89396,3233.703547,35.0141983
S3484,January-25,8:10,0,11.35268021,3383.251829,39.74126816
S3485,January-25,8:20,0,9.570378304,2494.699468,30.77202988
S3486,January-25,8:30,0,8.678595543,1939.214003,31.88851929
S3487,January-25,8:40,0,10.91055965,3239.940856,35.23926926
S3488,January-25,8:50,0,10.92650986,3245.873126,35.26247025
S3489,January-25,9:00,0,10.6582098,3137.929327,36.09138107
S3490,January-25,9:10,0,10.76261044,3182.025864,38.47583008
S3491,January-25,9:20,0,10.91065025,3239.974721,32.09341049
S3492,January-25,9:30,0,9.197149277,2271.781177,31.05970001
S3493,January-25,9:40,0,9.283875465,2328.362364,35.85282135
S3494,January-25,9:50,0,9.185596466,2264.258623,38.49005127
S3495,January-25,10:00,0,9.126107216,2225.584093,29.7921505
S3496,January-25,10:10,0,8.734745026,1974.59751,30.4247303
S3497,January-25,10:20,0,9.383377075,2393.478161,31.31119919
